date,compound,neg,neu,normalized,pos,source,text,url
2019-11-03,-0.0,0.081,0.859,0,0.059,Huffpost.com,"Elizabeth Warren threw Larry Summers out of the Democratic Party establishment six years ago. He hasn’t forgotten.
It was 2013, and President Barack Obama had nominated Summers to be the next chairman of the Federal Reserve. For the controversial economist, … [+18978 chars]",https://www.huffpost.com/entry/elizabeth-warren-wealth-tax-larry-summers_n_5dbcbb23e4b0d8b441cef1eb
2019-11-03,0.3612,0.035,0.894,1,0.071,Abs-cbn.com,"WASHINGTON/FRANKFURT/TOKYO - A concentrated burst of interest rate cutting and other measures to loosen global financial conditions by the world's central bankers looks to have largely run its course, and policymakers now appear content to wait and see if the… [+5211 chars]",https://news.abs-cbn.com/business/11/03/19/big-central-banks-move-to-wait-and-see-mode
2019-11-03,0.6705,0.035,0.8,1,0.165,Reuters,"WASHINGTON/FRANKFURT/TOKYO (Reuters) - Easing come. Easing go. 
A concentrated burst of interest rate cutting and other measures to loosen global financial conditions by the world’s central bankers looks to have largely run its course, and policymakers now a… [+5253 chars]",https://www.reuters.com/article/us-global-economy-idUSKBN1XD09V
2019-11-04,-0.1779,0.086,0.821,-1,0.093,The New York Times,"He did, however, refer on a few occasions to fat cat bankers and suggested that financial-industry excesses were responsible for the 2008 crisis because, well, they were. And the result, quite early in his administration, was that Wall Street became consumed … [+1630 chars]",https://www.nytimes.com/2019/11/04/opinion/elizabeth-warren.html
2019-11-04,-0.9169,0.225,0.775,-1,0.0,Yahoo.com,"In the wake of the financial crisis in 2008, investors shuffled their capital into bonds as the subprime mortgage crisis manifested itself in the stock market, causing chaos in the financial markets. Fast forward over 10 years later, and global investment fir… [+2858 chars]",https://finance.yahoo.com/news/goldman-sachs-largest-movement-bonds-130000818.html
2019-11-05,-0.714,0.122,0.878,-1,0.0,Yahoo.com,"(Bloomberg Opinion) -- Wall Street should fear Senator Elizabeth Warren, but not for the reason it thinks.
Some of Wall Streets biggest stars have howled recently about how Warren would wreck the U.S. economy and the stock market if she were elected presiden… [+7175 chars]",https://news.yahoo.com/wall-street-fears-elizabeth-warren-110002831.html
2019-11-05,0.5719,0.0,0.903,1,0.097,Hbr.org,"This summer, we published an analysis showing that the gap between large and small firms has grown over the past 15 years, with large companies becoming more likely to maintain their dominance and small ones less likely to become big and profitable. Several r… [+7173 chars]",https://hbr.org/2019/11/midsize-companies-are-growing-but-struggling-to-earn-profits
2019-11-06,0.5423,0.0,0.889,1,0.111,Forbes.com,"<ul><li>Share to facebook</li><li>Share to twitter</li><li>Share to linkedin</li></ul>
At my company, I want my employees to feel taken care of. For many people employees and business owners alike, and especially those of us who witnessed the 2008 financial … [+6643 chars]",https://www.forbes.com/sites/forbesbusinesscouncil/2019/11/06/how-and-why-to-offer-job-security-through-ups-and-downs/
2019-11-06,0.766,0.024,0.837,1,0.139,Marketwatch.com,"American homeowners arent feeling the pinch from housing costs like they used to but thats not necessarily reason to celebrate.
Only 20.9% of homeowners with a mortgage were cost-burdened as of 2018, meaning that they spent at least 35% of their monthly hous… [+1800 chars]",https://www.marketwatch.com/story/fewer-homeowners-are-burdened-by-housings-costs-but-theres-a-big-catch-2019-11-06
2019-11-06,-0.7906,0.211,0.733,-1,0.056,Time,"More millennials in the U.S. are suffering from chronic health problems, potentially restraining the lifetime economic potential of a generation of young adults.
A spike in conditions like depression, hypertension and high cholesterol among younger people co… [+3585 chars]",https://time.com/5720313/millennials-health-limit-earnings/
2019-11-07,-0.5106,0.108,0.848,-1,0.043,Economist.com,"ON NOVEMBER 4TH the share price of Kier Group, a troubled British builder, fell by nearly 10% on reports that banks were trying to offload its debt at a steep discount. The rumour remains unconfirmedsources close to the firm and one of its biggest lenders dis… [+3431 chars]",https://www.economist.com/finance-and-economics/2019/11/07/distressed-debt-funds-are-waiting-for-a-downturn
2019-11-07,-0.4854,0.096,0.904,-1,0.0,Economist.com,"SINCE THE euro zone was first engulfed by a sovereign-debt crisis a decade ago, northern member states have dished out plenty of strictures. Greece, but also Spain and Portugal, have to understand that hard work...comes before the siesta, advised Bild, a Germ… [+6088 chars]",https://www.economist.com/finance-and-economics/2019/11/09/revisiting-the-euros-north-south-rift
2019-11-07,0.6124,0.0,0.878,1,0.122,Reuters,"WASHINGTON (Reuters) - Under the Trump administration, the Securities and Exchange Commission (SEC) has taken more than two dozen measures - including trimming rules - that make life easier for corporate America, according to a Reuters analysis of SEC announc… [+6523 chars]",https://www.reuters.com/article/us-usa-sec-publiccompanies-factbox-idUSKBN1XG0TU
2019-11-07,-0.5106,0.108,0.848,-1,0.043,Economist.com,"ON NOVEMBER 4TH the share price of Kier Group, a troubled British builder, fell by nearly 10% on reports that banks were trying to offload its debt at a steep discount. The rumour remains unconfirmedsources close to the firm and one of its biggest lenders dis… [+3431 chars]",https://www.economist.com/finance-and-economics/2019/11/09/distressed-debt-funds-are-waiting-for-a-downturn
2019-11-07,-0.4854,0.096,0.904,-1,0.0,Economist.com,"SINCE THE euro zone was first engulfed by a sovereign-debt crisis a decade ago, northern member states have dished out plenty of strictures. Greece, but also Spain and Portugal, have to understand that hard work...comes before the siesta, advised Bild, a Germ… [+6088 chars]",https://www.economist.com/finance-and-economics/2019/11/07/revisiting-the-euros-north-south-rift
2019-11-08,-0.4678,0.129,0.789,-1,0.082,BBC News,"Image copyrightGetty Images
Brexit continues to dominate the headlines - but the UK economy faces many other important challenges. 
Inequality in the housing market, poverty among working people and reducing greenhouse gas emissions are among them.
For any… [+4823 chars]",https://www.bbc.co.uk/news/business-50318232
2019-11-11,-0.5647,0.146,0.783,-1,0.071,BBC News,"Image copyrightGetty Images
Cutting the speed of ships has huge benefits for humans, nature and the climate, according to a new report. 
A 20% reduction would cut greenhouse gases but also curb pollutants that damage human health such as black carbon and ni… [+4842 chars]",https://www.bbc.co.uk/news/science-environment-50348321
2019-11-11,0.6124,0.0,0.896,1,0.104,Yahoo.com,"Greece is a ""natural ally"" in China's global trade expansion plans, Chinese President Xi Jinping said Monday during a three-day state visit.
""Both China and Greece see each other as natural allies in developing the Belt and Road,"" Xi said at the start of a s… [+3669 chars]",https://news.yahoo.com/chinas-xi-holds-talks-greece-en-route-brics-042254592.html
2019-11-11,-0.5647,0.146,0.783,-1,0.071,Bbc.com,"Image copyrightGetty Images
Cutting the speed of ships has huge benefits for humans, nature and the climate, according to a new report. 
A 20% reduction would cut greenhouse gases but also curb pollutants that damage human health such as black carbon and ni… [+4842 chars]",https://www.bbc.com/news/science-environment-50348321
2019-11-11,0.696,0.0,0.827,1,0.173,Ritholtz.com,"Source: Barclays
Diving into some data on Hedge Funds, I happened across some research by Barclays. This was the noteworthy paragraph:
“Investors remain committed to hedge funds despite the recent poor performance. For 2019 we expect to see a significant am… [+1122 chars]",https://ritholtz.com/2019/11/2019-global-hedge-fund-industry-outlook/
